fips	Elevation	Incidence	weight	Cancer	plot_type	alpha	tooltip
04003	 0.27099	 -6.6824	343	Lung	partial	0.767	<b>Cochise, AZ</b><br><i>pop. 117755</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>48.2</td><td>2.5</td></tr><tr><td>education</td><td>21.4</td><td>1.8</td></tr><tr><td>black</td><td>5.3</td><td>1.8</td></tr><tr><td>no_lung</td><td>313.2</td><td>-3.7</td></tr><tr><td>elevation</td><td>1.4</td><td>-4.2</td></tr></table>
04007	-0.17581	 -8.1958	227	Lung	partial	0.556	<b>Gila, AZ</b><br><i>pop. 51335</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>53.8</td><td>10.4</td></tr><tr><td>education</td><td>15.0</td><td>4.6</td></tr><tr><td>black</td><td>0.5</td><td>-1.5</td></tr><tr><td>elevation</td><td>1.3</td><td>-3.7</td></tr><tr><td>no_lung</td><td>297.3</td><td>-4.5</td></tr></table>
04009	 0.13285	 -1.4765	183	Lung	partial	0.464	<b>Graham, AZ</b><br><i>pop. 33489</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>13.4</td><td>5.3</td></tr><tr><td>black</td><td>2.1</td><td>-0.4</td></tr><tr><td>elevation</td><td>1.0</td><td>-1.7</td></tr><tr><td>no_lung</td><td>350.3</td><td>-1.8</td></tr><tr><td>smoking</td><td>44.3</td><td>-3.2</td></tr></table>
04012	-1.28089	  7.8869	140	Lung	partial	0.362	<b>La Paz, AZ</b><br><i>pop. 19715</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>9.0</td><td>7.2</td></tr><tr><td>elevation</td><td>0.3</td><td>3.7</td></tr><tr><td>smoking</td><td>47.6</td><td>1.6</td></tr><tr><td>black</td><td>1.1</td><td>-1.1</td></tr><tr><td>no_lung</td><td>262.8</td><td>-6.3</td></tr></table>
04013	-0.54437	 12.9633	500	Lung	partial	1.000	<b>Maricopa, AZ</b><br><i>pop. 3073322</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.4</td><td>2.9</td></tr><tr><td>black</td><td>4.3</td><td>1.1</td></tr><tr><td>education</td><td>29.0</td><td>-1.5</td></tr><tr><td>no_lung</td><td>350.3</td><td>-1.8</td></tr><tr><td>smoking</td><td>39.1</td><td>-10.6</td></tr></table>
04015	-0.50190	  9.5710	394	Lung	partial	0.847	<b>Mohave, AZ</b><br><i>pop. 155032</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>58.0</td><td>16.6</td></tr><tr><td>education</td><td>12.0</td><td>5.9</td></tr><tr><td>elevation</td><td>0.6</td><td>1.5</td></tr><tr><td>black</td><td>0.7</td><td>-1.3</td></tr><tr><td>no_lung</td><td>348.0</td><td>-1.9</td></tr></table>
04019	-0.47345	 -1.7505	500	Lung	partial	1.000	<b>Pima, AZ</b><br><i>pop. 843746</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>47.8</td><td>1.8</td></tr><tr><td>black</td><td>3.7</td><td>0.7</td></tr><tr><td>elevation</td><td>0.8</td><td>0.0</td></tr><tr><td>education</td><td>29.6</td><td>-1.7</td></tr><tr><td>no_lung</td><td>322.0</td><td>-3.2</td></tr></table>
04021	-0.60575	 -4.5302	424	Lung	partial	0.892	<b>Pinal, AZ</b><br><i>pop. 179727</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>50.0</td><td>5.0</td></tr><tr><td>education</td><td>17.9</td><td>3.4</td></tr><tr><td>elevation</td><td>0.6</td><td>1.6</td></tr><tr><td>black</td><td>3.1</td><td>0.3</td></tr><tr><td>no_lung</td><td>317.5</td><td>-3.5</td></tr></table>
04023	-0.29284	  6.8987	196	Lung	partial	0.492	<b>Santa Cruz, AZ</b><br><i>pop. 38381</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>17.3</td><td>3.6</td></tr><tr><td>black</td><td>0.5</td><td>-1.5</td></tr><tr><td>elevation</td><td>1.2</td><td>-3.1</td></tr><tr><td>no_lung</td><td>274.8</td><td>-5.6</td></tr><tr><td>smoking</td><td>32.7</td><td>-19.9</td></tr></table>
04025	 0.12485	 -7.6633	409	Lung	partial	0.871	<b>Yavapai, AZ</b><br><i>pop. 167517</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>53.5</td><td>10.1</td></tr><tr><td>education</td><td>23.7</td><td>0.8</td></tr><tr><td>black</td><td>0.6</td><td>-1.4</td></tr><tr><td>no_lung</td><td>338.4</td><td>-2.4</td></tr><tr><td>elevation</td><td>1.4</td><td>-4.6</td></tr></table>
04027	-1.23770	 13.0014	400	Lung	partial	0.857	<b>Yuma, AZ</b><br><i>pop. 160026</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>13.3</td><td>5.4</td></tr><tr><td>elevation</td><td>0.1</td><td>5.2</td></tr><tr><td>black</td><td>2.6</td><td>-0.1</td></tr><tr><td>no_lung</td><td>282.6</td><td>-5.2</td></tr><tr><td>smoking</td><td>37.9</td><td>-12.5</td></tr></table>
06001	-0.06832	 -3.7373	500	Lung	partial	1.000	<b>Alameda, CA</b><br><i>pop. 1443741</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>black</td><td>16.2</td><td>9.1</td></tr><tr><td>elevation</td><td>0.1</td><td>5.3</td></tr><tr><td>no_lung</td><td>379.2</td><td>-0.3</td></tr><tr><td>education</td><td>40.3</td><td>-6.4</td></tr><tr><td>smoking</td><td>41.0</td><td>-8.0</td></tr></table>
06005	 0.12113	-17.0613	187	Lung	partial	0.473	<b>Amador, CA</b><br><i>pop. 35100</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>55.5</td><td>12.9</td></tr><tr><td>education</td><td>19.0</td><td>2.9</td></tr><tr><td>elevation</td><td>0.5</td><td>2.1</td></tr><tr><td>no_lung</td><td>424.0</td><td>2.0</td></tr><tr><td>black</td><td>4.1</td><td>1.0</td></tr></table>
06007	-0.42315	  5.4550	451	Lung	partial	0.931	<b>Butte, CA</b><br><i>pop. 203171</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>49.9</td><td>4.9</td></tr><tr><td>elevation</td><td>0.2</td><td>4.2</td></tr><tr><td>no_lung</td><td>414.7</td><td>1.5</td></tr><tr><td>education</td><td>24.1</td><td>0.7</td></tr><tr><td>black</td><td>1.9</td><td>-0.5</td></tr></table>
06009	-0.39100	-10.7404	201	Lung	partial	0.504	<b>Calaveras, CA</b><br><i>pop. 40554</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>57.2</td><td>15.4</td></tr><tr><td>education</td><td>19.6</td><td>2.6</td></tr><tr><td>elevation</td><td>0.6</td><td>1.6</td></tr><tr><td>no_lung</td><td>376.5</td><td>-0.4</td></tr><tr><td>black</td><td>1.0</td><td>-1.1</td></tr></table>
06011	-1.19943	 22.1520	137	Lung	partial	0.353	<b>Colusa, CA</b><br><i>pop. 18804</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>11.7</td><td>6.0</td></tr><tr><td>elevation</td><td>0.1</td><td>5.2</td></tr><tr><td>black</td><td>0.7</td><td>-1.3</td></tr><tr><td>no_lung</td><td>304.3</td><td>-4.1</td></tr><tr><td>smoking</td><td>41.6</td><td>-7.1</td></tr></table>
06013	-0.21329	 -2.7598	500	Lung	partial	1.000	<b>Contra Costa, CA</b><br><i>pop. 948816</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.1</td></tr><tr><td>black</td><td>10.3</td><td>5.1</td></tr><tr><td>no_lung</td><td>406.4</td><td>1.1</td></tr><tr><td>education</td><td>38.2</td><td>-5.4</td></tr><tr><td>smoking</td><td>42.6</td><td>-5.6</td></tr></table>
06015	-0.34802	  8.3172	166	Lung	partial	0.424	<b>Del Norte, CA</b><br><i>pop. 27507</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>51.7</td><td>7.5</td></tr><tr><td>elevation</td><td>0.1</td><td>5.2</td></tr><tr><td>education</td><td>14.3</td><td>4.9</td></tr><tr><td>black</td><td>4.6</td><td>1.3</td></tr><tr><td>no_lung</td><td>401.0</td><td>0.8</td></tr></table>
06017	 0.32540	  0.9748	398	Lung	partial	0.853	<b>El Dorado, CA</b><br><i>pop. 158179</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>49.5</td><td>4.3</td></tr><tr><td>no_lung</td><td>449.8</td><td>3.3</td></tr><tr><td>elevation</td><td>0.9</td><td>-0.5</td></tr><tr><td>black</td><td>0.8</td><td>-1.3</td></tr><tr><td>education</td><td>31.1</td><td>-2.4</td></tr></table>
06019	-0.39427	  5.3119	500	Lung	partial	1.000	<b>Fresno, CA</b><br><i>pop. 799407</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>4.8</td></tr><tr><td>education</td><td>19.7</td><td>2.6</td></tr><tr><td>black</td><td>5.9</td><td>2.2</td></tr><tr><td>no_lung</td><td>372.1</td><td>-0.7</td></tr><tr><td>smoking</td><td>37.4</td><td>-13.2</td></tr></table>
06021	-0.59585	 22.8356	163	Lung	partial	0.416	<b>Glenn, CA</b><br><i>pop. 26453</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.1</td></tr><tr><td>education</td><td>16.2</td><td>4.1</td></tr><tr><td>no_lung</td><td>394.9</td><td>0.5</td></tr><tr><td>black</td><td>0.8</td><td>-1.3</td></tr><tr><td>smoking</td><td>43.3</td><td>-4.6</td></tr></table>
06023	-0.45838	 -1.5410	358	Lung	partial	0.790	<b>Humboldt, CA</b><br><i>pop. 127823</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>50.4</td><td>5.6</td></tr><tr><td>elevation</td><td>0.1</td><td>4.7</td></tr><tr><td>no_lung</td><td>428.7</td><td>2.2</td></tr><tr><td>education</td><td>26.3</td><td>-0.3</td></tr><tr><td>black</td><td>1.4</td><td>-0.9</td></tr></table>
06025	-0.69587	  1.1623	377	Lung	partial	0.822	<b>Imperial, CA</b><br><i>pop. 142361</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>12.2</td><td>5.8</td></tr><tr><td>elevation</td><td>-0.0</td><td>5.8</td></tr><tr><td>black</td><td>4.3</td><td>1.1</td></tr><tr><td>no_lung</td><td>346.2</td><td>-2.0</td></tr><tr><td>smoking</td><td>36.0</td><td>-15.1</td></tr></table>
06027	 0.86934	  8.6848	134	Lung	partial	0.345	<b>Inyo, CA</b><br><i>pop. 17945</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>52.8</td><td>9.0</td></tr><tr><td>no_lung</td><td>426.3</td><td>2.1</td></tr><tr><td>education</td><td>20.9</td><td>2.1</td></tr><tr><td>black</td><td>0.4</td><td>-1.5</td></tr><tr><td>elevation</td><td>1.5</td><td>-5.0</td></tr></table>
06029	-0.09995	  0.6521	500	Lung	partial	1.000	<b>Kern, CA</b><br><i>pop. 661645</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>14.7</td><td>4.7</td></tr><tr><td>elevation</td><td>0.3</td><td>3.7</td></tr><tr><td>black</td><td>6.6</td><td>2.6</td></tr><tr><td>no_lung</td><td>378.7</td><td>-0.3</td></tr><tr><td>smoking</td><td>42.1</td><td>-6.3</td></tr></table>
06031	-0.17404	 -6.6060	360	Lung	partial	0.794	<b>Kings, CA</b><br><i>pop. 129461</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>11.8</td><td>6.0</td></tr><tr><td>elevation</td><td>0.1</td><td>5.0</td></tr><tr><td>black</td><td>8.9</td><td>4.2</td></tr><tr><td>no_lung</td><td>368.8</td><td>-0.8</td></tr><tr><td>smoking</td><td>42.8</td><td>-5.4</td></tr></table>
06033	-0.05988	  8.8779	241	Lung	partial	0.586	<b>Lake, CA</b><br><i>pop. 58309</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>54.8</td><td>11.9</td></tr><tr><td>education</td><td>16.4</td><td>4.0</td></tr><tr><td>elevation</td><td>0.5</td><td>2.0</td></tr><tr><td>no_lung</td><td>406.2</td><td>1.1</td></tr><tr><td>black</td><td>2.6</td><td>-0.1</td></tr></table>
06035	 0.94240	-14.6092	184	Lung	partial	0.466	<b>Lassen, CA</b><br><i>pop. 33828</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>52.4</td><td>8.4</td></tr><tr><td>education</td><td>12.4</td><td>5.7</td></tr><tr><td>black</td><td>9.1</td><td>4.3</td></tr><tr><td>no_lung</td><td>343.3</td><td>-2.1</td></tr><tr><td>elevation</td><td>1.5</td><td>-5.0</td></tr></table>
06037	-0.16712	 -3.8588	500	Lung	partial	1.000	<b>Los Angeles, CA</b><br><i>pop. 9521418</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>black</td><td>10.5</td><td>5.2</td></tr><tr><td>elevation</td><td>0.2</td><td>4.6</td></tr><tr><td>no_lung</td><td>375.0</td><td>-0.5</td></tr><tr><td>education</td><td>29.0</td><td>-1.5</td></tr><tr><td>smoking</td><td>36.8</td><td>-14.0</td></tr></table>
06039	-0.22267	 -0.8881	351	Lung	partial	0.780	<b>Madera, CA</b><br><i>pop. 123109</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>13.5</td><td>5.3</td></tr><tr><td>elevation</td><td>0.2</td><td>3.9</td></tr><tr><td>black</td><td>4.7</td><td>1.4</td></tr><tr><td>no_lung</td><td>382.4</td><td>-0.1</td></tr><tr><td>smoking</td><td>43.0</td><td>-5.1</td></tr></table>
06041	-0.63126	 -3.5422	498	Lung	partial	0.998	<b>Marin, CA</b><br><i>pop. 248240</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.3</td></tr><tr><td>no_lung</td><td>448.4</td><td>3.2</td></tr><tr><td>black</td><td>3.5</td><td>0.6</td></tr><tr><td>smoking</td><td>46.4</td><td>-0.2</td></tr><tr><td>education</td><td>54.1</td><td>-12.3</td></tr></table>
06043	-0.14715	  4.6865	131	Lung	partial	0.337	<b>Mariposa, CA</b><br><i>pop. 17130</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>56.9</td><td>14.9</td></tr><tr><td>education</td><td>20.4</td><td>2.3</td></tr><tr><td>elevation</td><td>0.9</td><td>-1.0</td></tr><tr><td>no_lung</td><td>363.3</td><td>-1.1</td></tr><tr><td>black</td><td>0.8</td><td>-1.3</td></tr></table>
06045	-0.36423	 -2.9156	294	Lung	partial	0.683	<b>Mendocino, CA</b><br><i>pop. 86265</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>49.8</td><td>4.7</td></tr><tr><td>elevation</td><td>0.3</td><td>3.4</td></tr><tr><td>no_lung</td><td>412.6</td><td>1.4</td></tr><tr><td>education</td><td>22.7</td><td>1.3</td></tr><tr><td>black</td><td>1.0</td><td>-1.1</td></tr></table>
06047	-0.62748	  6.6768	459	Lung	partial	0.943	<b>Merced, CA</b><br><i>pop. 210554</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>education</td><td>12.5</td><td>5.7</td></tr><tr><td>elevation</td><td>0.1</td><td>5.3</td></tr><tr><td>black</td><td>4.5</td><td>1.2</td></tr><tr><td>no_lung</td><td>351.8</td><td>-1.7</td></tr><tr><td>smoking</td><td>41.5</td><td>-7.3</td></tr></table>
06053	-0.54361	  2.2128	500	Lung	partial	1.000	<b>Monterey, CA</b><br><i>pop. 401762</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.2</td></tr><tr><td>black</td><td>4.5</td><td>1.2</td></tr><tr><td>education</td><td>23.4</td><td>1.0</td></tr><tr><td>no_lung</td><td>377.6</td><td>-0.4</td></tr><tr><td>smoking</td><td>37.1</td><td>-13.5</td></tr></table>
06055	-0.49082	  8.6762	353	Lung	partial	0.782	<b>Napa, CA</b><br><i>pop. 124279</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.1</td></tr><tr><td>no_lung</td><td>432.8</td><td>2.4</td></tr><tr><td>smoking</td><td>46.1</td><td>-0.5</td></tr><tr><td>black</td><td>1.6</td><td>-0.7</td></tr><tr><td>education</td><td>30.0</td><td>-1.9</td></tr></table>
06057	-0.05949	 -5.9949	303	Lung	partial	0.700	<b>Nevada, CA</b><br><i>pop. 92033</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>53.1</td><td>9.6</td></tr><tr><td>no_lung</td><td>403.0</td><td>0.9</td></tr><tr><td>elevation</td><td>0.9</td><td>-0.7</td></tr><tr><td>black</td><td>0.5</td><td>-1.5</td></tr><tr><td>education</td><td>31.9</td><td>-2.7</td></tr></table>
06059	-0.88027	 11.2861	500	Lung	partial	1.000	<b>Orange, CA</b><br><i>pop. 2846289</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.2</td></tr><tr><td>no_lung</td><td>379.2</td><td>-0.3</td></tr><tr><td>black</td><td>2.1</td><td>-0.4</td></tr><tr><td>education</td><td>36.0</td><td>-4.5</td></tr><tr><td>smoking</td><td>37.5</td><td>-13.0</td></tr></table>
06061	-0.59642	  1.7986	498	Lung	partial	0.998	<b>Placer, CA</b><br><i>pop. 248399</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.3</td><td>3.5</td></tr><tr><td>smoking</td><td>47.4</td><td>1.3</td></tr><tr><td>no_lung</td><td>402.6</td><td>0.9</td></tr><tr><td>black</td><td>1.1</td><td>-1.1</td></tr><tr><td>education</td><td>34.1</td><td>-3.7</td></tr></table>
06063	 0.43355	 -6.1317	144	Lung	partial	0.372	<b>Plumas, CA</b><br><i>pop. 20824</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>56.1</td><td>13.8</td></tr><tr><td>education</td><td>19.8</td><td>2.5</td></tr><tr><td>no_lung</td><td>365.5</td><td>-1.0</td></tr><tr><td>black</td><td>0.8</td><td>-1.3</td></tr><tr><td>elevation</td><td>1.5</td><td>-5.0</td></tr></table>
06065	-0.09000	 -4.8515	500	Lung	partial	1.000	<b>Riverside, CA</b><br><i>pop. 1613504</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.3</td><td>3.2</td></tr><tr><td>black</td><td>7.0</td><td>2.9</td></tr><tr><td>education</td><td>20.5</td><td>2.2</td></tr><tr><td>no_lung</td><td>380.7</td><td>-0.2</td></tr><tr><td>smoking</td><td>43.6</td><td>-4.2</td></tr></table>
06067	-0.17468	 -0.2713	500	Lung	partial	1.000	<b>Sacramento, CA</b><br><i>pop. 1223499</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>black</td><td>11.4</td><td>5.9</td></tr><tr><td>elevation</td><td>0.0</td><td>5.5</td></tr><tr><td>no_lung</td><td>390.0</td><td>0.2</td></tr><tr><td>education</td><td>27.8</td><td>-0.9</td></tr><tr><td>smoking</td><td>45.0</td><td>-2.2</td></tr></table>
06069	-0.46606	 -8.8313	231	Lung	partial	0.564	<b>San Benito, CA</b><br><i>pop. 53234</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>4.7</td></tr><tr><td>education</td><td>18.3</td><td>3.2</td></tr><tr><td>no_lung</td><td>399.4</td><td>0.7</td></tr><tr><td>black</td><td>1.5</td><td>-0.8</td></tr><tr><td>smoking</td><td>39.9</td><td>-9.6</td></tr></table>
06071	 0.34478	 -1.7908	500	Lung	partial	1.000	<b>San Bernardino, CA</b><br><i>pop. 1709434</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>black</td><td>10.0</td><td>4.9</td></tr><tr><td>education</td><td>18.4</td><td>3.1</td></tr><tr><td>elevation</td><td>0.5</td><td>1.8</td></tr><tr><td>no_lung</td><td>379.2</td><td>-0.3</td></tr><tr><td>smoking</td><td>39.5</td><td>-10.1</td></tr></table>
06073	-0.40103	  4.2868	500	Lung	partial	1.000	<b>San Diego, CA</b><br><i>pop. 2813833</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>4.7</td></tr><tr><td>black</td><td>6.6</td><td>2.6</td></tr><tr><td>no_lung</td><td>395.8</td><td>0.5</td></tr><tr><td>education</td><td>34.1</td><td>-3.7</td></tr><tr><td>smoking</td><td>40.7</td><td>-8.4</td></tr></table>
06075	-0.79433	  6.3310	500	Lung	partial	1.000	<b>San Francisco, CA</b><br><i>pop. 776733</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.3</td></tr><tr><td>black</td><td>8.6</td><td>4.0</td></tr><tr><td>no_lung</td><td>372.3</td><td>-0.7</td></tr><tr><td>smoking</td><td>43.6</td><td>-4.1</td></tr><tr><td>education</td><td>51.2</td><td>-11.1</td></tr></table>
06077	-0.36877	  3.3911	500	Lung	partial	1.000	<b>San Joaquin, CA</b><br><i>pop. 563598</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.0</td><td>5.6</td></tr><tr><td>education</td><td>17.5</td><td>3.5</td></tr><tr><td>black</td><td>7.5</td><td>3.2</td></tr><tr><td>no_lung</td><td>375.9</td><td>-0.5</td></tr><tr><td>smoking</td><td>41.5</td><td>-7.1</td></tr></table>
06079	-0.53809	 -3.1064	498	Lung	partial	0.997	<b>San Luis Obispo, CA</b><br><i>pop. 247594</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.2</td><td>4.5</td></tr><tr><td>smoking</td><td>48.5</td><td>2.9</td></tr><tr><td>no_lung</td><td>410.6</td><td>1.3</td></tr><tr><td>black</td><td>2.4</td><td>-0.2</td></tr><tr><td>education</td><td>30.6</td><td>-2.1</td></tr></table>
06081	-0.73326	  5.3674	500	Lung	partial	1.000	<b>San Mateo, CA</b><br><i>pop. 709239</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.3</td></tr><tr><td>no_lung</td><td>404.2</td><td>1.0</td></tr><tr><td>black</td><td>4.1</td><td>1.0</td></tr><tr><td>smoking</td><td>42.4</td><td>-5.9</td></tr><tr><td>education</td><td>44.0</td><td>-8.0</td></tr></table>
06083	-0.56714	  1.5668	500	Lung	partial	1.000	<b>Santa Barbara, CA</b><br><i>pop. 399355</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.1</td></tr><tr><td>no_lung</td><td>406.0</td><td>1.1</td></tr><tr><td>black</td><td>2.8</td><td>0.1</td></tr><tr><td>education</td><td>31.0</td><td>-2.3</td></tr><tr><td>smoking</td><td>39.7</td><td>-9.8</td></tr></table>
06085	-0.89935	  9.7908	500	Lung	partial	1.000	<b>Santa Clara, CA</b><br><i>pop. 1682585</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.3</td></tr><tr><td>black</td><td>3.4</td><td>0.5</td></tr><tr><td>no_lung</td><td>385.3</td><td>0.0</td></tr><tr><td>education</td><td>45.3</td><td>-8.5</td></tr><tr><td>smoking</td><td>37.5</td><td>-13.0</td></tr></table>
06087	-0.71137	 -3.6275	500	Lung	partial	1.000	<b>Santa Cruz, CA</b><br><i>pop. 255602</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.0</td></tr><tr><td>no_lung</td><td>413.7</td><td>1.5</td></tr><tr><td>black</td><td>1.5</td><td>-0.8</td></tr><tr><td>smoking</td><td>44.8</td><td>-2.5</td></tr><tr><td>education</td><td>37.3</td><td>-5.0</td></tr></table>
06089	-0.37914	  6.7782	404	Lung	partial	0.863	<b>Shasta, CA</b><br><i>pop. 163256</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>53.5</td><td>10.1</td></tr><tr><td>elevation</td><td>0.3</td><td>3.5</td></tr><tr><td>education</td><td>20.0</td><td>2.4</td></tr><tr><td>no_lung</td><td>410.2</td><td>1.3</td></tr><tr><td>black</td><td>1.1</td><td>-1.1</td></tr></table>
06093	 0.31540	 11.3654	210	Lung	partial	0.523	<b>Siskiyou, CA</b><br><i>pop. 44301</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>smoking</td><td>52.4</td><td>8.4</td></tr><tr><td>education</td><td>22.6</td><td>1.3</td></tr><tr><td>no_lung</td><td>390.2</td><td>0.3</td></tr><tr><td>black</td><td>1.6</td><td>-0.7</td></tr><tr><td>elevation</td><td>1.1</td><td>-2.5</td></tr></table>
06095	 0.37273	 -5.7984	500	Lung	partial	1.000	<b>Solano, CA</b><br><i>pop. 394542</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>black</td><td>16.6</td><td>9.3</td></tr><tr><td>elevation</td><td>0.0</td><td>5.4</td></tr><tr><td>no_lung</td><td>406.4</td><td>1.1</td></tr><tr><td>education</td><td>24.0</td><td>0.7</td></tr><tr><td>smoking</td><td>42.5</td><td>-5.8</td></tr></table>
06097	-0.57239	 -0.0521	500	Lung	partial	1.000	<b>Sonoma, CA</b><br><i>pop. 458614</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.1</td><td>5.2</td></tr><tr><td>no_lung</td><td>421.9</td><td>1.9</td></tr><tr><td>black</td><td>2.0</td><td>-0.5</td></tr><tr><td>smoking</td><td>46.0</td><td>-0.8</td></tr><tr><td>education</td><td>31.5</td><td>-2.5</td></tr></table>
06099	-0.55807	  5.5383	500	Lung	partial	1.000	<b>Stanislaus, CA</b><br><i>pop. 446997</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.0</td><td>5.4</td></tr><tr><td>education</td><td>16.3</td><td>4.1</td></tr><tr><td>black</td><td>3.2</td><td>0.3</td></tr><tr><td>no_lung</td><td>383.2</td><td>-0.1</td></tr><tr><td>smoking</td><td>42.0</td><td>-6.6</td></tr></table>
06101	-1.00534	 11.1396	281	Lung	partial	0.660	<b>Sutter, CA</b><br><i>pop. 78930</i><br><br><table><tr><th>variable</th><th>value</th><th>effect</th></tr><tr><td>elevation</td><td>0.0</td><td>5.5</td></tr><tr><td>education</td><td>18.7</td><td>3.0</td></tr><tr><td>black</td><td>2.4</td><td>-0.2</td></tr><tr><td>smoking</td><td>45.1</td><td>-2.0</td></tr><tr><td>no_lung</td><td>340.1</td><td>-2.3</td></tr></table>
